DAUID,Population Density per Square Kilometer
48060837,1453.1
48060838,3406.5
48060842,1906.7
48060843,6328.8
48060844,1023.7
48060845,1846.3
48060846,4565.9
48060847,3639.7
48060848,4587
48060849,4075.4
48060850,4938.4
48060851,2609.8
48060852,1160.9
48060853,4793.8
48060855,2955.9
48060856,3625.2
48060857,10692.6
48060858,8091.4
48060859,7845.1
48060860,7297.8
48060861,11266.1
48060862,4509.2
48060863,4402.9
48060864,3046.4
48060865,5910.2
48060866,4265
48060867,3426.5
48060868,1451
48060869,3222.8
48060870,2922.9
48060871,4441.7
48060872,4418.4
48060873,4236.5
48060874,4246.9
48060875,2927.3
48060876,3993.6
48060877,3468.8
48060878,4002.6
48060879,1176
48060880,1500.2
48060881,133.5
48060882,2210.6
48060884,221.3
48060885,3782.4
48060886,1744.9
48060887,3066.5
48060888,7233.8
48060889,3519.5
48060890,1465.2
48060891,1003.6
48060892,1441.8
48060893,4163.1
48060894,6292.9
48060895,3607.3
48060896,4674.6
48060897,3391.9
48060898,3950.1
48060899,4664.4
48060900,1980.7
48060901,1299.7
48060902,3206.7
48060903,1019.2
48060904,339.3
48060905,2863.7
48060906,1661.4
48060907,1772.2
48060908,2538.1
48060909,3903.9
48060910,2688.2
48060911,3439
48060912,2675.3
48060913,5092.2
48060914,3432.5
48060915,3826.2
48060916,4569
48060917,4635.2
48060918,1194.2
48060919,1815.8
48060920,5819.8
48060921,4023.4
48060922,7994.5
48060923,2643.6
48060924,365.9
48060925,2759.5
48060926,2060.5
48060927,4371.7
48060928,2570
48060929,4603
48060930,3881.5
48060931,2959.4
48060932,3671.9
48060933,3463
48060934,1373.9
48060935,2471
48060936,9548.8
48060937,2173.7
48060938,8.6
48060943,6228.3
48060944,5009.5
48060945,5185.8
48060946,5135.4
48060947,2833.6
48060948,5111.3
48060949,9083.3
48060950,6427
48060952,5752.3
48060953,5607.3
48060954,5351.5
48060956,3803.6
48060957,3986.5
48060958,3674.8
48060959,4252.8
48060960,3719.3
48060961,5136.8
48060962,3514.1
48060963,5348.3
48060965,4362
48060966,2310.1
48060967,3744.6
48060968,4407.3
48060969,4434.9
48060970,4832.7
48060971,1735.4
48060972,5502.3
48060973,4590.2
48060974,4522.7
48060975,1956.3
48060976,5836.5
48060977,4994
48060978,3232.4
48060979,3615.4
48060980,5339.8
48060981,101.6
48060982,3332.1
48060983,6240.1
48060984,4170.5
48060985,5885.1
48060986,6153.8
48060987,8027.9
48060988,2627.5
48060989,2587.4
48060990,3250.2
48060991,2791.7
48060992,5051.1
48060993,9226.2
48060994,3610
48060995,4270.6
48060996,4803.4
48060997,2866.9
48060998,4167.8
48060999,4395.9
48061000,2852.9
48061001,3564
48061005,3171.5
48061006,3500.2
48061007,5015.7
48061008,4057.5
48061009,3568.4
48061010,4272
48061011,3855.2
48061012,1866.1
48061013,3416.9
48061014,4873.5
48061015,3319.2
48061016,3897.3
48061017,4099.7
48061018,3558.4
48061019,3698
48061020,3173.1
48061021,3873.2
48061022,4579.8
48061023,3425.1
48061024,3144.3
48061025,2643.3
48061026,3554.6
48061027,2775.9
48061028,4648.2
48061029,3138.5
48061030,3761.8
48061031,3719.3
48061032,4168.6
48061033,3402
48061034,4557.8
48061035,1636
48061036,1859.5
48061038,4344.8
48061039,8586.2
48061040,2386.8
48061041,4791.8
48061042,5484.7
48061043,7951.1
48061044,2919.1
48061045,3441.1
48061046,3345.6
48061047,3901.7
48061048,3516.3
48061049,3817.3
48061050,5469.3
48061051,2974.3
48061052,4038.5
48061053,4351.3
48061054,3918
48061055,3761.4
48061056,4368
48061057,4709.5
48061058,6439.4
48061059,4986.2
48061060,2570.6
48061061,7523
48061062,5170.5
48061063,4069.3
48061064,4984.6
48061065,5086.2
48061067,2729.4
48061068,5582.8
48061069,6210.6
48061070,6381.7
48061071,5099.7
48061072,5567.3
48061073,5740.3
48061076,3845.8
48061077,7059.2
48061078,7302.2
48061079,8276.8
48061080,4840
48061081,4240.5
48061082,6997.4
48061083,4157.6
48061084,4557.4
48061085,4403.6
48061086,3408.3
48061091,3659
48061092,7234
48061093,6646.3
48061094,7004.8
48061095,5656.9
48061096,5881.4
48061097,3611.1
48061098,6492.2
48061099,5949
48061100,7140
48061106,6702.8
48061108,5966.5
48061115,3660.9
48061116,5921.3
48061117,5009.5
48061118,5367.6
48061119,3929.1
48061120,1985.2
48061121,4414
48061122,4313.3
48061123,3421.3
48061124,4718
48061125,4354.4
48061128,704.3
48061131,3125.6
48061132,1192.9
48061133,3614.5
48061134,4694.6
48061135,4994.5
48061136,3870.5
48061137,4319.8
48061138,3282.9
48061139,6451.2
48061140,5476
48061141,4489.1
48061142,6354.6
48061143,4251.6
48061145,87
48061146,6349.6
48061150,5778.5
48061153,4354
48061154,4166.7
48061155,3978.7
48061156,1713.6
48061157,4945.3
48061159,3895.7
48061160,2907.3
48061161,3101.4
48061162,4048.8
48061163,3267.4
48061164,2716.3
48061165,1014.4
48061166,9589.6
48061167,3830.1
48061168,4194
48061169,3518.7
48061170,1884.4
48061171,3510.7
48061172,7374.6
48061173,5568.2
48061174,3433.1
48061175,5021.1
48061176,4488.3
48061177,3296.2
48061178,7172.1
48061179,2908.2
48061180,3530
48061181,4660.7
48061182,2640
48061183,3385.8
48061184,3711
48061185,3687.2
48061186,981.9
48061187,3650.6
48061188,2670.1
48061189,2481.8
48061190,108
48061191,750.4
48061192,5966.2
48061193,5156.8
48061201,3237.1
48061202,3311.4
48061203,2105.7
48061204,3198.7
48061205,3936.4
48061206,4663.7
48061207,5283.8
48061208,1815.4
48061209,3724.2
48061210,2716.9
48061211,2304.7
48061212,3750
48061213,1408
48061214,2987.7
48061215,2647.7
48061216,3035.5
48061217,3535.6
48061218,1483.6
48061220,4156.9
48061221,4826.2
48061222,2967
48061225,3898.5
48061226,1375.8
48061228,3634.8
48061230,3106.7
48061231,1228.4
48061232,3501.8
48061233,282.7
48061234,2072.2
48061235,2804.1
48061236,2544.3
48061240,403.9
48061241,634.2
48061242,3413.5
48061243,3426.5
48061244,2287.6
48061245,277.7
48061246,3065.7
48061247,3736.2
48061248,3201.1
48061249,2085
48061250,2775.6
48061252,7166.4
48061253,2053.3
48061256,3306.7
48061257,3022.6
48061258,3245.6
48061259,1931.8
48061260,3520.6
48061261,3652.8
48061262,1783.4
48061263,1954.8
48061264,1605.1
48061265,2959.4
48061266,1494.4
48061267,2654.9
48061268,2543.8
48061269,3035.7
48061271,2882.7
48061272,305.2
48061273,2568.6
48061274,2882.2
48061275,2169.6
48061276,1662.9
48061277,2334.4
48061278,2011
48061279,2209.2
48061280,2711.6
48061281,2125.2
48061282,2278.8
48061283,2693.5
48061284,2210.2
48061285,2023.2
48061286,2225.1
48061287,3026.5
48061288,1981.4
48061289,9133
48061290,4661.8
48061295,8473.2
48061296,2890.5
48061297,3086.8
48061298,3294.5
48061299,2784.2
48061300,448.4
48061301,739.6
48061302,2440.9
48061303,3554.5
48061304,2612.3
48061305,1104.4
48061306,2565.4
48061307,1424.8
48061308,2529.5
48061309,1109.7
48061310,2991.1
48061311,1788.7
48061312,2667.2
48061313,1855
48061314,971.5
48061315,2767.3
48061316,2941.8
48061317,6794.2
48061318,2419.4
48061319,2703.6
48061320,2927.6
48061321,3862.3
48061322,1650.3
48061323,2907.1
48061324,1197.9
48061325,2801.5
48061326,2474
48061327,2446
48061328,1941.2
48061329,2344.4
48061330,6996.6
48061331,612.8
48061332,793.8
48061333,1742.6
48061334,2127.7
48061335,3115.2
48061336,1975.4
48061337,2685.6
48061338,2134.1
48061339,1191.4
48061340,2495.3
48061341,1961.8
48061342,2531
48061343,216.6
48061344,2631.9
48061345,154.1
48061346,3396.8
48061347,4187.8
48061348,3203.2
48061349,3971.5
48061350,5473.6
48061351,2558.4
48061353,4107.4
48061354,3725.3
48061355,4766.2
48061356,2408.2
48061357,3442.4
48061358,3662.4
48061359,3382.5
48061360,3105.9
48061362,1642.1
48061363,3415.3
48061364,3487.8
48061365,4385.1
48061367,2267.2
48061368,3166.1
48061370,465.6
48061372,744.8
48061373,3363.9
48061374,3538.5
48061375,4907.8
48061376,4784.3
48061377,2255.9
48061378,4276.6
48061379,3659.7
48061380,3869.6
48061385,185.8
48061390,4157.5
48061391,1981.7
48061392,3563.9
48061393,3316.3
48061397,1508.4
48061460,2119.9
48061461,5994.4
48061462,5855.9
48061463,4168.8
48061465,2751.6
48061466,3531.1
48061467,2255.8
48061472,2494.6
48061473,2804.5
48061474,1546.9
48061475,4366.3
48061476,3613.8
48061477,11288.9
48061478,5623.1
48061479,2166.6
48061480,2506.2
48061481,2718.1
48061482,734
48061483,24.5
48061484,443.1
48061485,0
48061486,2832.3
48061487,3623.5
48061488,3331.8
48061489,3469.1
48061490,4359.4
48061491,3922.1
48061492,12268
48061493,6364.4
48061494,4748.8
48061495,1969.7
48061496,6962.2
48061497,4524.1
48061501,4089.8
48061502,4698.4
48061503,1503.3
48061504,4056.5
48061506,3095.2
48061508,4556.7
48061513,5253.5
48061516,3759.3
48061517,4649.3
48061518,4138.2
48061522,2692.9
48061523,3489.1
48061556,2036.3
48061557,3014
48061559,3437.4
48061560,2682.7
48061561,2408.7
48061564,3409.7
48061565,2571.5
48061566,9036.9
48061567,3518.2
48061569,2647.2
48061570,5494.1
48061571,17091.1
48061572,752.4
48061573,516.8
48061574,1472.9
48061575,2370.5
48061576,4291.1
48061577,1484.7
48061578,4860.4
48061579,2106.4
48061580,3432.4
48061581,5488.6
48061583,3152.8
48061584,2112.9
48061585,3513.3
48061586,3125.7
48061588,2480.1
48061589,1107.7
48061598,4762.4
48061599,6696.2
48061600,2841.3
48061601,2680.3
48061602,3069.3
48061603,3130
48061604,4328.5
48061605,3913.2
48061606,1831.3
48061607,5054.8
48061608,4831.3
48061609,3263.4
48061610,3851.6
48061613,1375.6
48061614,3562.1
48061615,2391.5
48061616,1628.6
48061617,1578.7
48061618,3981.6
48061619,3039.5
48061620,3593.8
48061621,3760.1
48061622,549
48061624,3393.5
48061625,4758.3
48061627,4821.4
48061628,5073.1
48061629,3297.7
48061630,5384.6
48061631,3429.7
48061632,3030.6
48061633,5412.6
48061635,3743.1
48061636,3640.7
48061637,4114.9
48061638,3904.8
48061639,2854.6
48061641,3546.3
48061642,5138.3
48061643,13608.4
48061645,2671.7
48061648,4273.9
48061649,4794.5
48061650,6301.1
48061652,4060.3
48061654,4448.2
48061655,5161.3
48061656,4126.6
48061658,6896.6
48061659,6153.8
48061663,1949.4
48061664,1074.8
48061665,5366.3
48061666,4014.2
48061667,5549.9
48061668,3247.1
48061669,28071.6
48061670,73063.6
48061671,2521.5
48061672,2605.8
48061674,5500.4
48061675,2.4
48061676,175.7
48061677,1889.8
48061678,196.1
48061679,214.4
48061680,15.8
48061681,3.8
48061682,4.7
48061683,2.9
48061684,2.9
48061685,4.6
48061686,489
48061687,2463.6
48061688,2035.3
48061689,2489.2
48061690,756.5
48061691,2022.1
48061692,2251.5
48061693,2757.4
48061694,313.5
48061695,1316.9
48061696,831.9
48061697,755.1
48061698,168.1
48061699,4
48061700,468.1
48061701,2083.3
48061704,1087.9
48061705,1950.1
48061706,1162.4
48061708,2577.8
48061710,2203.9
48061713,458.2
48061714,720.1
48061715,290.6
48061716,340
48061718,2
48061721,1439.9
48061722,2762.2
48061723,2390.8
48061727,4509.6
48061730,3400
48061732,5407.2
48061733,1790.7
48061734,4007.2
48061735,4117.6
48061739,4955.3
48061740,4444.4
48061741,1849.7
48061742,3946.1
48061743,4201.4
48061744,2279.4
48061746,3218.1
48061747,4660.6
48061748,3980.7
48061749,2347.6
48061750,3754.3
48061751,3963.5
48061752,455.5
48061754,2455.2
48061755,2842.5
48061756,2593
48061762,2171
48061763,3842.7
48061764,2564.7
48061765,1408.9
48061766,5172.8
48061767,4002.3
48061768,1757.6
48061769,3114.6
48061770,1602.2
48061771,3344.9
48061772,6170.1
48061773,3104.2
48061774,6069.1
48061775,2625.9
48061776,4378.8
48061777,4102
48061778,5836.1
48061779,2684.3
48061780,852.7
48061781,1528
48061785,4619.4
48061786,3726.1
48061789,929.6
48061790,4326.3
48061792,4198.8
48061793,3165.8
48061795,1813.8
48061796,3372.1
48061797,5890.4
48061800,2062.1
48061801,4354.8
48061802,1215.3
48061803,4175.6
48061804,3293.4
48061805,4952.1
48061806,3985.8
48061807,2997.7
48061808,3672.6
48061809,3880.4
48061811,5385.8
48061812,2818.8
48061814,3949
48061816,103.2
48061817,115.8
48061818,143
48061819,64.5
48061821,17
48061822,9.7
48061823,26.9
48061824,619
48061825,1280.9
48061826,1401.8
48061827,2335.5
48061828,1532.7
48061829,1346.3
48061831,5346.8
48061832,3514.6
48061833,3174.2
48061835,3725.3
48061836,4395.8
48061837,4940.8
48061838,3854.4
48061839,2057.2
48061841,3470.7
48061842,2311.6
48061843,940.7
48061844,825.6
48061847,194.5
48061848,41.7
48061849,69.7
48061850,14.9
48061851,15.5
48061852,89.6
48061853,217.7
48061854,235.1
48061855,162.9
48061858,2610
48061860,2893.2
48061864,1640.4
48061865,1736.3
48061868,66
48061870,3965.7
48061871,3220.5
48061872,2938.8
48061873,2061.1
48061874,5603.7
48061875,3734.2
48061876,4615.4
48061877,3817.4
48061878,2708.6
48061880,1763
48061881,2052.3
48061882,2874.7
48061883,3598.1
48061884,2770.8
48061885,3244.7
48061886,3594.1
48061887,3671.6
48061888,3776
48061889,120.6
48061890,75
48061892,19.8
48061893,10.3
48061894,7.1
48061899,2.4
48061900,
48061901,
48061902,8.1
48061903,3.8
48061904,1788.9
48061905,576.6
48061906,280.6
48061908,
48061909,
48061911,269.6
48061913,6.6
48061914,6
48061916,3620.2
48061917,820
48061918,1277.1
48061919,3418.9
48061921,1839.5
48061922,3750
48061923,3427.9
48061924,199.4
48061927,1810.7
48061928,1208.6
48061929,3025.6
48061932,2109.2
48061933,2310.6
48061934,2404.1
48061935,1649.3
48061936,2920.6
48061937,749.9
48061938,18.4
48061940,27.3
48061941,40.1
48061946,3159.8
48061947,4656.9
48061949,6132.9
48061951,4858
48061953,7031.8
48061956,5953.7
48061957,4923.1
48061958,5281.7
48061959,4707.7
48061963,203.9
48061964,2150.9
48061965,90.4
48061966,5.5
48061967,9.3
48061969,1913.8
48061972,751
48061980,24.6
48061986,4270.3
48061987,8190.6
48061988,6429.9
48061989,6546.6
48061990,11167
48061991,4684.5
48061992,10081.4
48061993,11534
48061994,8978.4
48061995,7706.9
48061996,7443.4
48061997,10114
48062001,8174
48062002,6540
48062003,6595.9
48062004,4538.2
48062005,4476.3
48062006,3349.4
48062008,5475.9
48062009,7844.3
48062010,6109.7
48062011,5409.1
48062012,15.2
48062013,3.9
48062014,2.9
48062015,2.6
48062016,2.4
48062017,233.7
48062018,719.3
48062019,1.4
48062020,194.9
48062021,470
48062022,1.9
48062023,2
48062024,2.5
48062026,4476
48062027,4736.8
48062028,5393.9
48062029,11324
48062030,8570.5
48062031,4031.6
48062033,19
48062034,12.5
48062038,1292.9
48062039,4371.5
48062040,2149.5
48062041,612.9
48062042,2633.6
48062043,3246.7
48062044,2287.4
48062045,2089.9
48062046,1560.2
48062047,535.8
48062048,1199.5
48062049,2466.5
48062052,166.2
48062053,2127.4
48062054,1624.9
48062055,1921.3
48062056,987.9
48062057,944.9
48062058,6.3
48062059,8.6
48062060,1.8
48062061,1.5
48062062,15.5
48062063,1.4
48062064,12.8
48062065,20.1
48062067,4912.6
48062068,4097
48062069,4418.7
48062070,3781.4
48062071,3342.9
48062072,8708.7
48062074,6095.8
48062076,6569
48062077,6976.2
48062078,6336.5
48062080,5241.3
48062083,9.6
48062084,7
48062085,219.2
48062086,1602.2
48062090,57.5
48062091,3.4
48062092,3.9
48062093,3.1
48062094,3.8
48062095,225.9
48062096,4.8
48062097,5.8
48062098,2.9
48062099,3.5
48062100,4.3
48062101,5
48062102,2.5
48062103,4.4
48062104,4
48062105,3480.7
48062106,4164.1
48062107,3106.1
48062108,3119.7
48062109,4765.8
48062110,1895.3
48062111,3741.3
48062112,1351.5
48062113,1580.9
48062114,922.7
48062115,2824.7
48062116,2221.4
48062117,2757.7
48062118,1554.2
48062119,8165.6
48062120,3918.3
48062121,2835.1
48062122,2020.7
48062123,3992.8
48062124,3045.1
48062125,1918.7
48062126,4692.6
48062127,5464.9
48062128,4747.6
48062130,3056.8
48062131,7680.7
48062134,2637.3
48062135,1898
48062136,3149.7
48062138,10863.1
48062139,3596.1
48062140,6324.1
48062141,4213.9
48062142,5958.3
48062143,4293.4
48062144,4299.3
48062145,5627.1
48062146,4735
48062147,5031.1
48062148,5599.8
48062149,7259.7
48062150,4451.8
48062151,29367.5
48062152,64607.3
48062153,4593.1
48062154,2321.7
48062155,3463.4
48062156,1322.1
48062157,986.7
48062158,9.2
48062159,5044.4
48062160,7509.9
48062161,5531.8
48062162,4154
48062163,7141.4
48062164,5312.5
48062165,392.3
48062167,2060
48062168,2924.7
48062169,4819.3
48062175,2034.2
48062176,1650.8
48062177,2001.9
48062178,1186
48062180,1978.8
48062182,1811.9
48062183,1091
48062184,2959.1
48062185,1130.1
48062186,2516.3
48062187,3914.6
48062188,3682.8
48062189,4582
48062190,5000
48062191,3234.4
48062192,4025.3
48062193,3899
48062196,2367.2
48062197,1847.6
48062198,3411.6
48062199,4412.7
48062201,2650.7
48062202,3310.4
48062203,2221.7
48062204,2004
48062205,2681.5
48062206,3031.8
48062207,2730.1
48062208,46.1
48062209,2566.6
48062210,1194.3
48062211,2764.3
48062212,2124.6
48062213,2329.5
48062214,3080.1
48062215,783.6
48062216,6081.2
48062217,2498.5
48062218,4278.6
48062219,2163.1
48062220,2735.8
48062221,3833.7
48062222,3424.9
48062224,4793.5
48062225,4630.2
48062226,5373.8
48062227,3483.8
48062228,3528.3
48062229,2296.3
48062230,2561
48062231,3856.8
48062232,2830.1
48062233,2271.6
48062234,881.6
48062235,2064.4
48062236,2869.4
48062237,4725.7
48062238,5071.8
48062239,2935.2
48062240,3641.6
48062241,3661.7
48062242,4252.3
48062243,6172.7
48062244,5800
48062246,4813.4
48062247,2932.9
48062248,1246.9
48062250,3080
48062252,944.8
48062254,4091.7
48062256,2853.9
48062258,3050.4
48062259,5221.6
48062260,509.6
48062261,2159
48062262,1329.4
48062263,3389.1
48062265,5744.4
48062268,1735.1
48062269,2886.7
48062271,3681
48062273,2409.5
48062275,4161.9
48062276,3556
48062277,3470.6
48062278,3160.8
48062279,3089.4
48062280,5524.4
48062281,2449.6
48062282,5800.1
48062283,5421.2
48062287,2207.6
48062288,1530.1
48062290,6299.7
48062293,6058
48062294,7765.5
48062295,3940.2
48062296,4256
48062297,3593
48062300,5796.5
48062301,3984.6
48062302,4002.5
48062305,2143.3
48062306,2619.4
48062307,3584.8
48062308,1867.7
48062309,4459.6
48062310,3583.7
48062311,614.7
48062312,3472
48062313,2601.4
48062314,3962.5
48062315,3280.9
48062316,5392.1
48062317,3910.8
48062318,6624.8
48062319,6632.2
48062324,779.3
48062325,1706.9
48062326,4452.4
48062327,4277.3
48062328,4163
48062329,3915.6
48062330,4718.7
48062334,10.3
48062335,2247.4
48062336,3135.3
48062337,3228.5
48062338,3025.6
48062339,3138.3
48062340,5432.7
48062344,4210.5
48062345,4906.9
48062346,3351.4
48062347,6141.5
48062353,2501.6
48062354,2262.1
48062355,8214.2
48062356,1440.6
48062358,1614.1
48062360,1041.9
48062363,1507.5
48062364,3015.6
48062367,1026.4
48062368,1322.3
48062370,4652.1
48062371,5778.5
48062372,5225.4
48062373,6896.8
48062374,8166.9
48062375,4643
48062376,7241
48062378,4.3
48062379,245.4
48062380,32.9
48062382,4.1
48062383,166.6
48062384,226.7
48062385,4.4
48062386,167.6
48062387,4
48062388,3.3
48062389,12.7
48062390,2.1
48062393,128.8
48062394,18.1
48062395,0
48062396,54.7
48062398,34.4
48062400,87.8
48062402,8.3
48062403,8.4
48062404,8.5
48062405,2.4
48062407,233.2
48062410,10.3
48062411,23.8
48062412,95.2
48062413,1.2
48062414,17.5
48062416,2629
48062417,11544.4
48062419,387.4
48062421,3108.5
48062422,4848.7
48062423,3010.6
48062424,3606.8
48062427,4507.7
48062428,4170.1
48062429,2622.9
48062431,2883.6
48062432,4093.2
48062440,337.7
48062441,150.6
48062444,
48062445,
48062446,
48062449,6
48062452,2
48062457,28.4
48062459,2.4
48062461,2.9
48062464,4.5
48062466,11.6
48062468,19.1
48062469,11.3
48062476,1982.3
48062477,
48062479,
48062483,56.3
48062486,37.2
48062487,12.2
48062489,444.1
48062491,193.6
48062492,3122.1
48062493,2368.4
48062495,19.2
48062500,1323.1
48062501,2055.2
48062502,2706.6
48062505,430.4
48062506,460.2
48062508,1317.8
48062509,2084.7
48062510,16732.7
48062511,6023.3
48062512,0
48062513,5851.9
48062514,1858.9
48062515,693.9
48062516,901.1
48062517,7101.7
48062518,0
48062519,1247.7
48062520,8545.9
48062521,8811.5
48062522,179.5
48062523,10705.9
48062524,4346.7
48062525,7747.3
48062526,1491.5
48062527,381.3
48062528,6988.4
48062529,7409.3
48062530,3505.7
48062531,4628.7
48062532,4430.8
48062533,1898.8
48062537,8487.9
48062538,3319.7
48062539,3183.8
48062541,4898.4
48062542,5948.8
48062544,5451.2
48062548,3349.6
48062550,3529.3
48062551,6760.9
48062552,2285.2
48062553,3228.9
48062554,3535.5
48062555,3713.4
48062556,5410.3
48062557,6825.8
48062558,2845.7
48062559,708.7
48062560,3157
48062561,2350.1
48062562,2386.1
48062563,5701.9
48062564,4097.3
48062565,2087.9
48062566,2879
48062567,3522.8
48062568,3969.6
48062570,4523.9
48062571,871.5
48062572,2270.5
48062574,778.5
48062575,3272.3
48062576,4863.3
48062577,5864.5
48062578,46.9
48062579,2538.5
48062580,4206.5
48062581,6298.8
48062582,211.1
48062584,6523.8
48062585,6256.8
48062586,1345.1
48062587,3321.7
48062588,2352.9
48062589,6352.5
48062590,5267.9
48062591,5116.1
48062592,304.5
48062593,4076.4
48062594,395.9
48062595,4608.8
48062596,5264.9
48062597,4164
48062598,257.4
48062599,8203.1
48062600,4770.7
48062601,3008.8
48062602,481.6
48062603,4238.8
48062604,6267.9
48062605,3307.1
48062606,289.3
48062607,5608.2
48062608,1398
48062609,713
48062610,4151.3
48062611,1718.9
48062612,2126.9
48062613,3127.1
48062614,1574.2
48062615,793.1
48062616,5931
48062617,271.6
48062618,757.3
48062619,5302.9
48062620,2487.3
48062621,942.6
48062622,4785.6
48062623,806.3
48062624,1355.6
48062625,72.4
48062626,6416.5
48062627,2998.7
48062628,4453.6
48062629,4018.8
48062630,4324.9
48062631,4588.3
48062632,622.8
48062633,4007.8
48062634,4284.8
48062635,4990.6
48062636,3654.9
48062637,2775.2
48062638,3225.8
48062639,2849.8
48062640,4869.7
48062641,6306.6
48062642,532.8
48062643,8277.2
48062644,1985.9
48062645,3528.8
48062646,3494.7
48062647,149.1
48062648,294
48062649,1216.5
48062650,1539.3
48062651,2207.3
48062652,4412.9
48062653,731.6
48062654,5440.6
48062655,6161.6
48062656,151
48062657,2142.9
48062658,3166
48062659,26.3
48062660,649.6
48062661,160.4
48062662,347.7
48062663,42.4
48062665,4.3
48062666,252.4
48062668,0.6
48062669,11.6
48062670,554.9
48062672,1631.1
48062673,9.8
48062674,3455.2
48062675,3726.1
48062676,5650.7
48062677,3837.1
48062678,1598.1
48062679,7193.7
48062680,3841
48062681,1155.4
48062682,4266
48062683,3553.8
48062684,2075.5
48062685,4679.4
48062686,457.8
48062687,5886
48062688,6181.1
48062689,2966.1
48062690,2183.2
48062691,3611
48062692,2074.7
48062693,3235.6
48062694,3997.2
48062695,855.7
48062696,1706
48062697,5590.8
48062698,5656.9
48062699,5501.7
48062700,2850.1
48062701,4067.3
48062702,716.9
48062703,5684.4
48062704,5568.4
48062705,5921.8
48062706,5254.1
48062707,4026.7
48062708,698.4
48062709,4150.3
48062710,4923.6
48062711,6160.9
48062712,4793.7
48062713,5326
48062714,5387.9
48062715,2764.4
48062716,4176.5
48062717,3862.8
48062718,2568.5
48062719,2102.1
48062720,1202.9
48062721,1592.2
48062722,8
48062723,72
48062724,406.1
48062726,4.2
48062727,48.4
48062728,989.1
48062729,1335.6
48062730,2488.1
48062731,1311.4
48062733,2520.9
48062734,2614
48062735,2127
48062736,2372.8
48062741,2556.5
48062742,4543.4
48062743,4857.7
48062749,2045.8
48062750,3641.7
48062751,9677.4
48062753,12476.5
48062755,15241
48062757,4273
48062759,14338.2
48062760,1605.8
48062762,5370.4
48062763,11262
48062765,2294.2
48062766,4230.5
48062768,1301.2
48062769,1789.6
48062771,1255.5
48062772,3287.1
48062773,3004.2
48062775,4295.7
48062777,4404.6
48062779,2878.6
48062781,9836.5
48062782,805
48062784,3659.6
48062785,1335.9
48062786,231.5
48062787,2180.5
48062789,1236
48062790,3094.8
48062791,2114.9
48062792,3578.9
48062793,0
48062794,608.6
48062795,186.6
48062796,3666.7
48062797,2371
48062798,0
48062799,75.7
48062800,129.6
48062802,1100.9
48062803,1347.7
48062807,3546.4
48062811,2260.3
48062813,3438.1
48062815,723.6
48062816,1398.1
48062817,679.3
48062818,3296.4
48062819,1636.7
48062821,2.6
48062822,155.1
4807,2.2
48070101,1.2
48070102,254.3
48070103,0
48070104,409.6
48070105,496.3
48070106,0.9
48070107,79.2
48070108,409.4
48070109,1.1
48070110,248
48070111,344.9
48070112,0.8
48070113,112.5
48070114,121.7
48070115,0.9
48070116,361.7
48070117,1
48070119,697.6
48070120,332.1
48070121,1694.5
48070122,1910
48070123,1300.4
48070124,418.7
48070126,2614.6
48070130,7.1
48070131,404
48070132,0.6
48070133,288
48070134,0.5
48070135,272.5
48070136,221.2
48070137,0.6
48070138,0.9
48070139,301
48070140,481.5
48070141,751.2
48070142,305
48070143,0.5
48070144,0.6
48070145,136.9
48070147,191.3
48070148,0.8
48070149,0.6
48070152,0.6
48070153,618.8
48070154,213.1
48070155,0.8
48070156,151.9
48070157,1.4
48070158,49.7
48070159,0.9
48070160,3.5
48070161,250.8
48070162,459.7
48070163,1567.5
48070164,992.9
48070165,633.1
48070167,2096
48070168,1231.8
48070169,476
48070170,229
48070172,10.7
48070173,1.7
48070175,108.1
48070176,47.7
48070177,1.4
48070178,233.6
48070179,1.5
48070180,166
48070181,0.4
48070182,177.5
48070183,0.7
48070184,0.5
48070185,333.7
48070186,197.8
48070187,0.9
48070188,214.4
48070190,254.7
48070193,1.9
48070196,1.6
48070198,215.4
48070204,291.2
48070205,0.5
48070207,268.4
48070208,1.9
48070210,171.3
48070211,0.9
48070213,826.1
48070214,1.3
48070216,281.9
48070217,0.8
48070218,149.7
4808,21.6
48080072,3235
48080073,2162.2
48080074,2329.2
48080075,4540.9
48080076,2553.5
48080077,2649.1
48080078,1953.4
48080079,3465.9
48080080,3160.3
48080081,1559.2
48080082,2238.4
48080083,2385.4
48080084,1918.5
48080087,894.1
48080088,2302.1
48080089,2818.5
48080090,1845.4
48080091,2206.8
48080092,762.3
48080093,2046
48080094,1386
48080095,2259.5
48080096,1334.1
48080097,7888.9
48080098,5340.9
48080099,1707.9
48080101,239.3
48080102,1823.7
48080103,2338.2
48080104,4311
48080105,4598.3
48080106,1571.5
48080109,2011.3
48080111,4306.5
48080112,3834.4
48080113,4484.9
48080114,2227.9
48080115,2096.2
48080116,2086.5
48080117,3166.4
48080118,1308.8
48080119,3611.5
48080122,84.9
48080123,2746.8
48080124,2384.8
48080125,1014.2
48080126,2851.1
48080127,3132.7
48080128,1342.3
48080136,2737.1
48080137,2162.7
48080138,2613.2
48080139,1527.7
48080140,574.2
48080141,1381.8
48080142,3975.2
48080143,2261.2
48080144,1924.1
48080145,2377.2
48080146,5057.7
48080147,1251
48080148,191.2
48080149,998.8
48080150,2167.4
48080151,2510.1
48080152,3507.1
48080153,3450.8
48080154,3130.1
48080155,2757.6
