DAUID,Residential instability Scores,Ethno-cultural composition Scores,Economic dependency Scores,Situational vulnerability Scores
13070307,0.078,-0.654,1.51,1.89
13070308,-0.93,-0.793,1.855,-0.196
13070309,-0.093,-1.05,2.394,-0.264
13070310,-0.55,-0.596,0.169,-0.224
13070311,-0.427,-0.609,0.128,0.713
13070312,-0.278,-0.847,0.838,0.543
13070313,-0.489,-0.75,0.191,0.431
13070314,-0.901,-0.8,-0.478,-0.087
13070315,-0.852,-0.9,0.54,-0.15
13070316,-1.05,-0.865,0.126,-0.425
13070317,-0.792,-0.921,-0.56,-0.48
13070318,-0.609,-0.912,-0.825,-0.24
13070319,-1.052,-0.816,-0.552,-0.29
13070321,-0.463,0.075,-0.472,-0.638
13070322,0.278,-0.269,-0.936,-0.774
13070323,-0.221,0.064,-2.067,-1.159
13070324,-0.843,-0.825,-1.431,-0.764
13070325,-0.15,0.164,-1.866,-0.552
13070326,-0.122,0.177,-1.312,-0.377
13070327,0.048,-0.275,-1.252,-0.169
13070328,0.585,0.217,-0.562,0.342
13070329,1.011,0.058,-1.46,-0.399
13070330,-0.682,-1.219,-1.527,-1.013
13070331,-0.266,-0.756,0.786,-0.867
13070332,-1.296,-0.782,-2.516,-0.801
13070333,-0.986,-0.731,-1.929,-0.362
13070334,-0.97,-0.666,-1.558,-0.78
13070335,-1.144,-0.753,-1.404,-0.849
13070336,-1.018,-1.027,-0.387,-0.798
13070340,-0.305,-0.933,-0.053,0.358
13070342,-0.006,-0.432,-0.369,-0.429
13070344,-0.13,-0.989,2.016,-0.155
13070347,-0.661,-0.989,-0.031,-0.502
13070351,0.657,-0.644,0.422,-0.436
13070352,-0.579,-0.923,-0.575,-0.017
13070354,-0.779,-0.958,-1.366,-0.899
13070355,0.142,-0.431,-0.595,-0.549
13070356,-0.38,-0.94,0.674,0.663
13080067,0.034,-0.699,1.929,1.321
13080068,-0.592,-0.978,1.526,0.735
13080069,-0.771,-0.753,0.531,0.885
13080070,0.596,-0.693,2.307,0.8
13080071,0.587,-0.456,1.157,1.425
13080072,-0.311,-1.018,0.548,0.258
13080073,-0.565,-0.884,0.698,0.163
13080074,-0.882,-0.846,-0.268,1.026
13080075,1.189,-0.692,2.359,1.217
13080076,-0.037,-0.658,1.84,0.693
13080077,0.092,-0.115,-0.112,0.891
13080078,-0.198,-0.753,1.247,-0.481
13080079,0.096,-0.608,-0.463,0.028
13080080,-0.71,-0.925,-0.583,0.604
13080081,-0.014,-0.184,0.411,5.987
13080082,-0.016,-0.269,0.819,6.688
13080083,-0.309,-0.278,0.961,6.288
13080086,0.056,-0.886,0.902,1.309
13080087,-0.926,-0.711,1.199,1.883
13080088,-0.495,-0.571,1.378,0.498
13080089,-0.944,-0.861,-0.123,0.394
13080090,-0.278,-0.888,0.876,0.797
13080091,-0.433,-0.866,0.806,1.045
13080092,-0.83,-0.932,1.413,0.168
13080094,-0.4,-0.997,2.569,0.886
13080095,-0.591,-0.779,1.026,0.957
13080096,-0.5,-0.96,0.918,0.969
13080097,-0.524,-0.662,1.165,0.509
13080098,-0.842,-0.796,-0.136,0.126
13080099,-0.358,-0.716,1.531,0.334
13080100,-0.789,-0.907,0.708,-0.043
13080101,-0.25,-0.626,-0.773,3.863
13080102,-0.271,-0.918,0.787,-0.123
13080103,1.041,-0.679,0.436,1.444
13080104,0.908,0.025,1.324,1.572
13080105,0.397,-0.518,-0.241,-0.431
13080106,-0.28,-0.829,-0.038,0.026
13080108,-0.497,-0.692,1.553,0.6
13080109,-0.388,-0.76,0.833,1.34
13080110,-0.26,-0.868,0.704,0.816
13080111,-1.101,-0.688,1.302,0.731
13080112,-0.694,-0.7,0.513,0.941
13080114,-0.563,-0.4,0.543,5.048
13080116,-0.726,-0.834,-0.21,0.172
13080119,0.608,-1.1,0.786,-0.41
13080121,-0.534,-0.72,0.32,0.213
13080122,-0.641,-0.954,0.617,-0.322
13080123,-0.77,-0.852,0.628,-0.514
13080124,-0.647,-0.935,0.157,-0.03
13080129,0.317,-0.866,0.706,-0.099
13080130,-0.386,-0.872,0.552,0.576
13080131,-0.441,-0.976,-0.965,-0.317
13080132,-0.53,-0.663,0.855,0.315
13080133,-0.518,-0.795,0.723,0.53
13080137,-0.487,-0.802,-0.112,0.433
13080139,-0.263,-1.076,0.214,-0.668
13080146,-0.757,-0.746,0.671,-0.009
13080147,-0.593,-1.034,0.106,-0.242
13080148,-0.849,-0.97,-0.43,-0.368
13080149,-0.233,-0.906,-0.255,0.508
13080150,-0.515,-0.727,0.598,0.115
13080151,-0.683,-0.603,0.531,0.137
13080153,-0.279,-0.528,0.669,0.901
13080154,-0.663,-0.853,0.722,0.617
13090110,-0.47,-0.769,0.823,1.355
13090111,-1.058,-0.61,1.231,0.964
13090112,-0.342,-0.8,2.49,1.199
13090113,-0.204,-0.843,0.972,0.991
13090114,0.073,-0.379,0.037,4.89
13090115,-0.108,-0.423,0.201,5.699
13090117,0.21,-0.846,1.27,0.448
13090118,-0.58,-0.666,0.624,0.653
13090121,-0.342,-0.965,1.561,0.443
13090122,-0.66,-0.53,1.636,1.718
13090123,-0.416,-0.771,0.763,1.252
13090124,-0.421,-0.404,1.535,1.999
13090125,-0.769,-0.736,1.361,-0.203
13090126,-0.652,-0.94,1.12,-0.013
13090127,-0.043,-0.943,-0.325,0.197
13090128,-0.145,-0.968,0.843,-0.403
13090129,-0.465,-0.871,-0.244,0.136
13090130,0.479,-0.499,0.871,0.935
13090131,0.21,-0.751,0.35,0.433
13090132,0.639,-0.859,1.137,0.385
13090133,0.508,-0.862,0.028,0.307
13090134,0.895,0.005,-0.544,-0.017
13090135,0.673,-0.983,0.44,0.082
13090136,0.273,-0.614,3.164,0.317
13090137,0.919,-0.879,1.452,0.159
13090138,-0.934,-0.883,0.503,-0.416
13090139,1.254,-0.92,0.687,-0.621
13090140,-0.173,-0.902,-0.345,-0.15
13090141,-0.451,-0.969,-0.738,-0.558
13090142,-1.185,-0.878,-0.264,-0.718
13090143,-0.542,-0.909,1.293,0.229
13090144,-0.228,-0.882,-0.022,0.178
13090145,-0.219,-0.771,-0.219,0.022
13090146,0.257,-0.833,0.27,0.318
13090147,-0.038,-0.941,0.559,0.671
13090148,0.073,-0.872,0.111,0.439
13090149,0.011,-0.488,-0.24,-0.27
13090150,-0.133,-0.879,-0.005,0.263
13090151,0.772,-0.781,2.079,0.341
13090152,1.752,0.349,-0.405,0.8
13090153,0.485,-0.97,0.405,0.226
13090154,2.003,-0.358,0.706,0.614
13090155,0.411,-0.865,2.046,0.169
13090156,-0.039,-0.86,1.061,-0.301
13090157,-0.692,-0.755,0.246,0.433
13090158,-0.796,-0.869,0.711,0.033
13090159,-0.077,-0.727,0.318,-0.021
13090160,-0.686,-0.976,-0.543,0.191
13090161,-0.776,-0.918,-0.147,-0.312
13090163,-0.39,-1.006,1.898,-0.3
13090164,-0.263,-0.687,0.842,0.443
13090165,-0.636,-0.806,1.888,0.347
13090166,-0.551,-1.024,0.644,0.304
13090167,-0.24,-0.863,-0.076,0.013
13090168,-0.641,-0.706,0.993,0.375
13090169,-0.303,-0.921,0.451,-0.19
13090189,0.749,-1.018,-0.531,4.215
13090190,-0.731,-0.975,0.886,-0.074
13090191,-0.607,-0.742,-0.264,-0.154
13090192,-0.501,-0.809,1.033,0.401
13090193,0.051,-0.845,0.729,1.054
13090195,-0.458,-0.716,0.736,1.151
13090196,-0.696,-0.566,0.915,1.379
13090197,0.077,-0.649,0.002,4
13090198,-0.803,-0.865,-0.598,-0.428
13090199,-0.434,-0.93,-0.247,-0.219
13090200,-0.093,-1.003,0.337,-0.194
13090201,-0.965,-0.884,1.55,0.642
13090202,-0.856,-0.784,2.305,0.97
13090203,-0.314,-0.56,0.97,0.987
13090204,-0.573,-0.852,1.423,0.793
13090205,-0.4,-0.729,0.832,0.873
13090206,0.767,-0.819,3.499,0.856
13090207,-0.64,-0.628,2.084,1.758
13090208,-0.57,-0.896,2.358,0.65
13090209,-0.551,-0.801,0.376,0.33
13090210,-0.158,-0.855,1.067,0.969
13090211,-0.554,-0.883,0.25,0.068
13090212,-0.65,-0.975,-0.409,-0.327
13090213,-0.516,-0.9,1.094,0.856
13090214,-0.947,-0.766,0.112,0.495
13090215,-0.747,-0.734,0.731,0.636
13090216,-0.099,-1.023,1.305,1.247
13090217,-0.308,-0.905,1.336,1.562
13090218,0.078,-0.921,0.801,0.645
13090219,-0.213,-1.012,1.088,0.748
13090220,-0.249,-0.89,2.02,0.438
13090221,-0.405,-0.892,1.324,0.615
13090222,-0.276,-0.94,1.564,0.884
13090322,-0.807,-0.803,0.305,1.148
13090324,-0.54,-0.811,0.521,0.825
13090326,-0.535,-1.087,0.516,0.094
13090327,-0.416,-1.024,0.825,-0.186
13090334,-0.713,-1.021,1.055,0.606
13090336,-0.325,-0.858,1.286,0.449
13090338,-0.589,-0.889,-0.047,0.039
13100162,-0.018,-1.104,0.837,-0.058
13100163,-0.815,-0.903,0.631,0.389
13100164,-0.541,-1.133,-0.024,-0.219
13100165,-0.556,-0.918,-0.075,0.508
13100166,-0.816,-0.849,-0.437,0.006
13100167,-0.848,-0.868,-0.341,0.297
13100168,-0.053,-0.599,-0.156,0.039
13100169,-0.441,-0.926,-0.092,0.165
13100171,-0.14,-0.636,-0.503,-0.193
13100172,1.318,-0.769,-0.16,0.873
13100173,-0.428,-1.158,-0.525,-0.502
13100174,-0.436,-0.984,-0.039,-0.495
13100175,0.124,-1.306,-1.153,-0.466
13100176,0.617,-0.877,-0.017,-0.354
13100178,0.885,-0.053,0.051,1.533
13100180,1.353,0.411,-0.848,0.002
13100181,0.411,-0.315,-1.048,-0.325
13100182,0.062,-0.538,0.421,4.103
13100183,0.477,-0.742,-0.008,-0.058
13100184,0.241,-0.695,0.399,-0.129
13100185,-1.318,-0.803,0.281,-0.939
13100186,-1.281,-0.725,-0.724,-0.172
13100187,-0.258,-0.432,-1.097,-0.089
13100188,-0.706,-1.043,-0.207,-0.18
13100189,0.031,-0.827,-0.825,0.182
13100190,0.773,-0.989,-0.8,0.162
13100191,1.907,-0.08,-0.298,0.881
13100192,0.451,-0.084,0.211,0.786
13100193,-0.459,-0.524,0.429,-1.175
13100194,1.658,0.235,0.573,0.009
13100195,1.319,-0.897,2.942,-0.848
13100196,-0.661,-1.044,0.056,-0.649
13100197,0.087,-1.013,0.684,-0.592
13100198,-0.007,-0.901,0.217,-0.166
13100199,0.102,-0.873,-0.645,-0.185
13100200,-0.402,-0.883,-0.14,-0.328
13100201,0.784,-0.412,-0.797,-1.026
13100202,0.018,-0.924,1.107,-1.145
13100203,2.117,-0.297,0.095,-0.421
13100204,1.885,-0.495,-0.139,-0.569
13100205,1.736,-0.212,-1.372,-0.645
13100206,2.162,-0.044,-1.899,-0.199
13100207,2.019,-0.586,-0.957,-0.593
13100208,2.397,0.152,0.447,-0.595
13100209,1.778,-0.846,-1.063,0.014
13100210,2.01,-0.844,-1.042,-0.686
13100211,0.619,-1.15,-1.196,-0.663
13100212,2.965,0.653,-0.106,0.185
13100213,1.476,-0.41,-0.172,-0.655
13100214,2.485,0.147,-1.479,-0.217
13100215,1.321,-0.158,-0.822,0.382
13100216,0.863,-0.168,-0.905,-0.069
13100217,-0.279,-0.57,-0.973,-0.919
13100218,0.175,-0.385,-0.568,-0.777
13100219,1.817,0.025,-0.866,-0.496
13100220,1.992,0.377,-1.558,-0.021
13100221,2.506,1.18,-1.644,-0.521
13100222,0.069,-0.605,-0.521,-0.652
13100223,2.166,1.02,-1.166,-0.468
13100224,2.122,0.044,-1.157,0.568
13100225,-0.847,-0.823,-0.757,-1.093
13100226,0.093,0.303,-0.688,-0.639
13100227,2.901,0.204,-1.808,0.031
13100228,0.307,-0.164,-0.849,-0.347
13100229,0.45,0.712,-0.943,-0.152
13100230,-0.553,-0.55,-0.319,-0.838
13100231,-0.413,0.611,-0.976,-0.472
13100232,-0.339,-0.996,-0.902,-0.16
13100233,0.183,0.49,-1.011,-0.817
13100234,1.547,0.566,-0.519,-0.818
13100235,-0.477,-0.608,-1.545,-0.825
13100236,-0.333,-0.499,-1.009,-0.086
13100237,-0.259,0.529,-1.684,-0.402
13100238,0.371,0.174,-1.783,-0.611
13100239,0.607,-0.912,1.294,-0.03
13100240,-0.997,-0.687,-1.699,-0.348
13100241,0.095,-0.95,-0.303,0.226
13100242,0.857,-0.097,-0.642,0.308
13100243,0.09,-0.982,-0.891,-0.5
13100244,1.18,-0.246,-0.919,0.276
13100245,0.154,-0.809,-0.442,0.048
13100246,-1.006,-0.936,-1.154,-0.421
13100248,0.317,-0.731,1.202,-0.455
13100249,0.473,-0.187,-0.873,-0.804
13100250,-1.092,-0.405,-0.964,-0.919
13100251,-0.471,-0.745,-1.017,-0.93
13100252,-0.704,-0.439,-0.556,-1.085
13100253,0.095,-0.758,-0.751,-0.29
13100257,-0.99,-0.955,-1.627,-0.609
13100258,-0.891,-0.867,-1.116,-0.962
13100259,-0.911,-0.947,-0.728,-0.525
13100260,-1.448,-0.881,-1.167,-0.861
13100262,-0.768,-0.972,-0.974,-0.532
13100263,-0.923,-0.921,-0.97,-0.704
13100264,-0.953,-1.053,-0.766,-0.926
13100265,-0.891,-0.987,-0.504,-0.699
13100266,-1.065,-0.8,0.037,-0.934
13100267,-0.734,-0.672,-0.268,-0.527
13100268,-0.792,-0.531,-0.417,-0.996
13100269,-1.193,-1.082,-1.219,-1.071
13100270,-1.045,-0.784,-0.996,-0.522
13100271,-0.92,-0.812,-0.579,0.159
13100272,-0.759,-0.932,0.495,-0.328
13100273,0.259,-0.973,0.775,-0.499
13100274,-0.66,-0.939,0.344,-0.074
13100275,-0.892,-0.941,0.354,-0.008
13100276,-0.315,-0.925,-0.003,-0.277
13100277,0.077,-0.891,2.646,-1.639
13100278,0.425,-0.613,0.481,1.007
13100279,-0.175,-1.126,1.621,0.415
13100280,-0.536,-1.12,0.814,0.188
13100281,-0.413,-0.991,1.01,-0.308
13100282,-0.504,-0.891,1.052,-0.292
13100283,-0.039,-1.286,2.631,-0.511
13100284,-0.651,-1.012,0.128,-0.405
13100285,-0.652,-0.895,0.395,-0.054
13100286,-0.54,-0.846,0.134,0.892
13100287,-0.054,-0.925,1.377,0.122
13100288,-0.413,-0.964,0.775,-0.249
13100289,-0.375,-1.01,0.028,0.375
13100290,0.187,-0.895,1.287,0.321
13100291,-0.284,-0.933,1.132,0.127
13100292,-0.797,-0.743,1.463,1.307
13100293,-0.713,-0.858,0.224,0.209
13100294,-0.703,-0.828,0.183,0.144
13100295,-0.347,-0.726,0.389,0.478
13100297,-0.651,-0.929,0.11,0.263
13100299,-0.867,-0.825,0.23,0.836
13100302,-0.308,-0.279,-0.56,3.504
13100303,-0.538,-0.787,-1.162,-0.278
13100304,0.46,-0.757,0.652,-0.357
13100305,0.134,-1.103,0.304,-0.327
13100306,-1.009,-0.927,-0.425,-0.713
13100307,-1.185,-0.766,-1.05,-0.417
13100308,-0.962,-0.916,-1.045,-0.196
13100309,-0.359,-0.838,-0.094,0.057
13100310,0.116,-0.564,0.082,4.568
13100312,-0.858,-0.961,-0.597,-0.382
13100313,-1.256,-1.065,-1.068,-0.709
13100315,-0.299,-0.92,-0.051,0.205
13100316,-0.717,-1.011,0.626,-0.451
13100317,-0.638,-0.688,0.103,-0.321
13100318,1.562,-0.219,-0.871,0.483
13100319,0.473,-0.943,-0.205,-0.429
13100320,0.946,-0.296,-0.795,0.041
13100326,-0.949,-0.659,0.91,1.257
13100338,-0.875,-0.929,0.523,-0.587
13100339,-0.72,-0.813,-0.234,-0.346
13100340,-0.925,-0.672,-0.255,-0.571
13100342,-0.269,-0.948,-0.415,0.27
13100344,0.268,-1.137,0.277,0.982
13100345,-0.762,-0.953,-1.453,-0.499
13100349,-0.713,-0.998,-0.44,-0.656
13100350,-0.611,-0.928,-0.523,0.202
13100351,1.276,0.172,0.019,-1.123
13100352,1.543,-0.741,0.805,-0.85
13100353,0.021,-0.466,-0.406,0.037
13100354,-0.136,-0.708,-0.63,-0.464
13100355,0.501,-0.833,-0.481,-0.17
13100356,-0.264,-1.108,-0.505,-0.646
13100357,-0.21,-0.157,-1.86,-0.466
13100358,0.196,-0.83,0.03,0.042
13100359,-1.109,-0.32,-1.632,-0.949
13100360,0.268,-0.548,-0.6,-0.466
13100361,-0.963,-0.674,-1.429,-1.09
13100362,-0.632,-1.034,-0.786,-0.41
13100363,-1.105,-0.416,-0.255,-0.869
13100364,1.177,-0.062,0.698,-0.832
13100366,-0.499,-0.601,0.53,-1.3
13110047,-0.888,-0.797,0.991,0.155
13110048,-0.172,-1.091,0.334,0.474
13110049,-0.408,-0.845,0.985,1.227
13110050,-0.282,-0.792,-0.386,0.491
13110051,-0.505,-0.893,0.215,0.748
13110052,-0.672,-0.95,-0.024,0.244
13110053,0.115,-0.935,-0.442,-0.687
13110054,-0.051,-0.984,0.063,-0.044
13110055,-0.631,-0.951,-0.18,-0.043
13110056,-0.34,-1.028,-0.663,-0.034
13110057,-0.056,-0.921,0.34,0.049
13110058,-0.729,-0.903,-1.428,-0.288
13110059,-0.554,-1.038,-0.015,-0.052
13110060,-0.785,-0.581,-0.396,0.206
13110062,0.291,-0.57,-0.039,-0.809
13110063,-0.578,-0.569,0.001,-0.768
13110064,0.141,-0.784,-0.454,-0.376
13110065,0.715,-0.745,0.441,-0.074
13110066,1.805,-0.457,-0.939,0.579
13110067,1.111,-0.663,0.238,0.117
13110068,1.576,-0.571,0.126,1.56
13110069,0.886,-0.135,0.59,0.708
13110071,0.373,-0.203,-0.852,0.154
13110072,0.383,-0.744,-0.823,3.254
13110074,-0.519,-0.849,0.161,0.279
13110075,-0.916,-0.801,0.051,-0.005
13110076,-0.583,-0.887,0.04,-0.049
13110077,-0.232,-0.404,-0.988,-0.261
13110078,-0.036,-0.557,0.542,-0.324
13110079,-0.621,-0.586,-0.37,-0.444
13110080,-0.653,-0.775,0.51,0.492
13110081,-0.52,-1.012,0.296,0.049
13110082,-0.104,-0.923,-0.702,-0.088
13110083,-0.094,-0.983,0.57,0.283
13110084,-0.437,-0.667,-0.091,0.584
13110085,0.022,-0.569,-0.67,-0.502
13110086,-0.194,-1.044,0.151,-0.254
13110087,-0.479,-0.779,0.865,0.573
13110088,0.687,-1.062,0.498,0.585
13110089,-0.305,-0.898,-0.61,0.701
13110090,-0.497,-0.83,-0.16,0.358
13110091,-0.284,-0.981,0.974,-0.173
13110092,-0.858,-0.862,0.054,0.282
13110093,-0.659,-0.816,-0.838,0.996
13110094,-0.81,-1.086,0.393,-0.108
13110095,0.841,-1.114,0.611,-0.61
13110096,-0.564,-0.966,-0.689,-0.031
13110099,0.392,-0.912,0.081,-0.052
13110100,-0.233,-0.742,-0.567,-0.303
13120037,-0.836,-1.133,-0.748,0.459
13120038,-0.575,-0.836,1.452,0.756
13120039,-0.745,-0.969,-0.141,0.017
13120040,0.085,-1.029,-0.399,0.785
13120041,-0.564,-0.938,0.182,-0.126
13120042,-0.706,-0.957,0.22,0.692
13120043,-0.774,-0.842,-0.591,-0.158
13120044,0.699,-0.67,0.875,1.116
13120045,1.17,-0.842,0.209,0.214
13120046,0.476,-0.972,1.819,0.213
13120047,-0.2,-0.818,0.713,-0.128
13120048,0.121,-0.735,1.271,0.213
13120049,0.392,-0.789,2.039,-0.049
13120050,-0.778,-0.779,-0.757,-0.813
13120051,0.779,-0.903,1.265,0.199
13120052,-0.017,-0.743,0.147,-0.115
13120053,0.932,-1.091,1.476,0.073
13120054,0.205,-0.78,-0.093,0.475
13120055,0.326,-1.009,0.768,-0.247
13120056,-0.734,-0.884,-0.004,0.285
13120057,-0.242,-0.885,0.053,0.193
13120058,-0.575,-1.103,0.747,-0.217
13120059,-0.422,-0.882,1.116,0.345
13120060,-0.499,-0.719,0.935,0.686
13120061,-0.39,-0.949,1.104,0.755
13120062,-0.016,-0.72,1.077,0.119
13120063,0.207,-0.916,2.125,0.012
13120064,0.269,-1.101,0.989,0.216
13120065,-1.12,-0.798,0.278,0.463
13120066,-0.43,-1.149,2.904,-0.303
13120067,-0.42,-0.967,1.575,0.36
13120068,-0.819,-1.081,0.103,-0.031
13120073,-0.262,-0.545,-0.565,5.265
13120074,-0.115,-0.642,0.396,5.948
13120075,-0.975,-0.301,0.805,0.473
13120076,0.046,-0.943,1.695,0.544
13120077,-0.051,-0.99,1.145,-0.084
13120078,1.356,-0.887,1.119,0.703
13120079,-0.178,-0.83,0.923,0.648
13120080,0.851,-0.635,0.99,0.85
13120081,-0.617,-0.786,0.286,0.616
13120082,-0.849,-0.755,0.964,0.512
13120083,-0.364,-0.892,0.02,0.531
13130067,-0.711,-0.884,0.605,0.286
13130068,-0.501,-0.844,0.503,0.56
13130069,-0.735,-0.927,0.037,-0.077
13130070,-0.463,-0.799,0.287,-0.087
13130071,-0.45,-1.073,1.398,-0.411
13130072,-0.141,-0.665,0.607,-0.446
13130073,-0.449,-0.888,0.385,0.054
13130074,-0.03,-0.87,-0.058,0.656
13130075,0.044,-1.078,-0.579,0.073
13130076,-0.496,-1.015,-0.114,-0.03
13130077,0.356,-0.99,1.031,0.05
13130078,0.693,-0.556,2.146,0.109
13130079,1.041,-1.003,1.604,0.029
13130080,-0.166,-0.839,0.259,0.163
13130081,0.836,-0.695,0.449,0.408
13130082,1.266,-0.918,-0.13,0.467
13130083,1.713,-0.692,1.178,0.776
13130084,1.679,-0.271,0.916,0.629
13130085,1.836,-0.867,2.295,-0.012
13130086,1.705,-0.947,0.505,0.129
13130087,2.035,-0.286,-0.088,0.554
13130088,0.841,-0.795,0.765,0.333
13130089,0.781,-0.888,1.355,0.564
13130090,-0.112,-0.929,0.626,0.263
13130091,0.087,-1.016,0.742,-0.141
13130092,-0.713,-0.946,0.47,0.174
13130093,-0.888,-0.935,0.947,-0.319
13130094,-0.538,-0.744,-1.009,-0.178
13130095,0.159,-0.814,0.202,0.815
13130096,-0.634,-1.089,0.094,0.078
13130097,-0.691,-0.97,0.226,-0.019
13130099,-0.632,-0.864,2.049,1.293
13130100,-0.902,-0.801,-0.558,0.222
13130101,0.147,-0.743,0.42,0.237
13130102,0.028,-0.517,0.266,-0.134
13130103,-1.053,-0.958,-0.788,-0.586
13130104,0.111,-0.693,0.945,0.606
13130105,-0.908,-0.946,-0.364,0.024
13130106,0.267,-0.941,0.028,1.303
13130107,1.395,-1.031,1.965,-0.5
13130108,0.59,-0.748,0.972,-0.489
13130109,-0.436,-0.818,-0.057,-0.865
13130110,-0.585,-1.109,-0.83,-0.853
13130111,-0.461,-0.864,-0.326,-0.229
13130112,-0.642,-0.844,-0.503,-0.273
13130113,-0.547,-1.057,0.477,-0.146
13130114,-0.738,-1.02,0.611,-0.732
13130115,-0.159,-1.017,1.045,-0.394
13130116,0.175,-1.125,1.188,-0.104
13130117,0.195,-0.862,1.993,-0.08
13130118,-0.151,-0.911,-0.256,0.354
13130119,-1.102,-1,-0.306,-0.739
13130120,-0.341,-1.002,0.85,-0.21
13130121,0.087,-0.845,0.167,0.816
13130122,-0.659,-0.74,0.309,0.618
13130123,-0.623,-0.877,1.039,1.31
13130124,0.194,-0.833,1.055,0.711
13130125,-0.56,-0.889,1.304,0.796
13130126,-0.661,-0.814,1.017,0.42
13130127,-0.228,-0.707,0.925,0.769
13130128,-0.344,-0.994,-0.674,-0.124
13130129,0,-0.654,0.708,0.561
13130130,0.657,-0.737,0.538,0.57
13130131,-0.086,-0.799,-0.591,0.051
13130132,-0.59,-0.983,-0.866,-0.029
13130133,-1.22,-1.05,0.098,0.346
13130134,-0.569,-0.965,-0.012,-0.071
13130138,-0.648,-0.899,1.145,0.771
13130139,-0.495,-0.859,0.724,0.191
13130141,-0.58,-1.027,1.05,-0.241
13130144,-0.55,-0.848,-0.033,0.419
13130145,0.02,-0.847,0.928,0.343
13130146,-1.112,-0.799,0.112,0.853
13140086,1.011,-1.06,3.03,0.146
13140087,-0.346,-0.76,2.078,0.527
13140088,-0.498,-0.869,1.836,0.088
13140089,0.695,-0.895,1.089,0.848
13140090,0.808,-0.874,1.928,1.595
13140091,0.124,-0.646,1.584,0.542
13140092,0.451,-1.105,1.744,0.55
13140093,-0.755,-1.111,1.063,-0.303
13140094,-0.174,-0.706,-1.288,2.854
13140097,0.001,-0.875,-0.145,3.556
13140099,-0.363,-1.07,-0.073,1.082
13140100,-0.903,-0.883,0.323,0.788
13140101,-0.123,-1.024,1.449,0.011
13140102,-0.739,-1.022,0.043,-0.005
13140103,0.136,-0.946,0.242,0.283
13140104,-0.492,-0.96,0.304,0.537
13140108,-0.555,-0.891,1.106,1.192
13140109,0.657,-0.898,1.807,0.498
13140110,0.881,-0.646,1.813,0.558
13140111,0.395,-0.785,0.401,0.415
13140112,0.442,-0.926,-0.191,0.194
13140113,1.599,-0.948,1.534,0.746
13140114,1.131,-0.792,0.175,0.775
13140115,1.431,-0.339,0.846,2.318
13140116,0.979,-0.74,1.62,1.039
13140117,1.039,-0.891,0.43,0.917
13140118,1.138,-0.474,0.96,0.595
13140119,0.158,-1.046,-0.082,-0.104
13140120,0.328,-0.647,1.33,1.533
13140121,-0.765,-1.091,0.663,-0.507
13140122,0.728,-0.523,0.795,0.591
13140123,0.751,-1.097,0.852,0.406
13140124,-0.134,-0.984,0.653,0.282
13140125,-0.648,-1.059,0.07,-0.203
13140126,-0.888,-0.98,0.658,-0.503
13140127,-0.722,-1.083,0.265,-0.385
13140128,-0.238,-0.943,0.341,0.609
13140131,-0.342,-0.846,0.277,0.608
13140135,-0.225,-1.14,1.822,0.405
13140136,-0.087,-0.703,2.555,2.156
13140137,-0.066,-1.013,1.874,1.996
13140138,-0.171,-0.804,2.166,1.277
13140139,-0.418,-0.835,2.175,0.848
13140140,0.485,-1.041,3.22,0.439
13140141,0.54,-1.091,1.685,1.169
13140142,-0.537,-0.897,1.187,1.012
13140143,-0.868,-1.101,0.689,-0.662
13140144,-0.469,-0.975,1.487,-0.209
13140145,-0.643,-0.891,0.407,0.372
13140147,0.398,-1.003,0.859,0.959
13140149,0.059,-0.972,1.332,0.619
13140150,0.322,-0.942,0.924,0.884
13140152,-0.056,-0.701,-0.563,0.963
13140153,-0.111,-0.911,0.221,0.531
13140154,0.072,-1.041,-0.071,0.2
13140155,0.992,-1.081,1.571,1.079
13140156,0.495,-0.837,-0.111,0.857
13140157,0.103,-0.999,0.506,-0.01
13140158,-0.706,-0.827,-0.385,0.413
13140159,-0.856,-0.856,0.771,0.704
13140166,-0.613,-1.07,1.843,-0.189
13140167,-0.524,-1.021,-0.091,-0.016
13140174,-0.064,-0.789,0.898,0.589
13140176,-0.82,-1.103,-0.359,-0.124
13140177,-0.654,-0.724,0.812,0.995
13140181,-0.296,-1.022,0.344,0.363
13140189,-0.691,-0.794,0.493,0.828
13140190,-0.527,-0.856,1.009,0.932
13140191,-0.299,-0.908,0.554,0.808
13140192,-0.733,-0.591,1.204,1.104
13140193,-0.404,-0.877,0.97,0.476
13140195,-0.344,-0.771,1.8,1.716
13140196,-0.186,-0.788,0.527,0.508
13150103,-0.602,-0.613,0.845,1.693
13150158,-0.118,-0.973,1.438,1.208
13150159,-0.269,-0.747,1.813,1.815
13150160,-0.356,-0.899,2.032,1.873
13150161,-0.038,-0.685,0.859,2.024
13150162,-0.889,-0.749,0.514,1.533
13150163,-0.196,-0.71,2.428,1.569
13150164,-0.379,-1.031,1.489,0.995
13150165,-0.521,-0.78,1.372,1.098
13150166,-0.682,-0.872,1.591,0.907
13150167,0.292,-0.569,2.378,0.144
13150168,0.042,-0.799,0.441,0.736
13150169,-0.663,-0.851,-0.399,0.701
13150170,-0.533,-0.861,0.36,0.386
13150171,-0.32,-0.892,1.336,0.768
13150172,0.041,-0.845,1.119,1.48
13150173,1.557,-0.682,0.191,0.702
